id,lyrics
3eEBcAOrKtUOe8UHKPQJSc,let s go light the night groovin city lights lights lights let s go light the night groovin city lights light light let s go light the night groovin city lights feels so good to me feels so good to me feels so good to me feels so good to me light light let s go light the night groovin city lights
4pOpSdUAsASDS9eRbC5pY8,another night goes by without sleeping cause i know i won t wake up next to you another life goes by without dreaming and i can t help but think that mine will too i m standing before you with this label on my head i m pleading before you for you to understand baby it s you when i look up in the sky i see you and then i turn and close my eyes and it s you when i m sitting all alone in my room everything reminds me of you the time is slow and i am sinking into a hole blackened with lies and though i made it myself you stand watching as my life passes me by i m standing before you with this label on my head i m pleading before you for you to understand how much i adore you i ll be there till the end when everything falls down will you hold my hand baby it s you when i look up in the sky i see you and then i turn and close my eyes and it s you when i m sitting all alone in my room everything reminds me of you mm mm yeah mm oh yeah yeah baby it s you when i look up in the sky i see you and then i turn and close my eyes and it s you when i m sitting all alone in my room everything reminds me of you
4MDsWss7fAA0vlAvTrxwAP,cope version i used to feel some guilt now i just feel empty i wasn t supposed to bend at least not this quickly i wanted to walk oh and you you wanted to breathe i wanted to talk oh and you you wanted to sleep i want to believe i gotta believe i used to feel some thrill now i just feel thrifty i tried to clear my head i just made it empty i wanted to walk oh and you you wanted to breathe i wanted to talk oh and you you wanted to sleep i want to believe i gotta believe so i wanted to walk oh and you you wanted to breathe i wanted to talk oh and you you wanted to sleep hope version i used to feel some guilt now i just feel empty i wasn t supposed to bend at least not this quickly  i wanted to walk oh and you you wanted to breathe i wanted to talk oh and you you wanted to sleep picked from the bloodline tree it s green with envy it s okay to lose a limb when they get too heavy i wanted to walk oh and you you wanted to breathe i wanted to talk oh and you you wanted to sleep now i want to believe yeah i ve got to believe yeah i wanted to walk oh and you you wanted to breathe and i wanted to talk oh and you you wanted to sleep now i want to believe yeah i ve got to believe2
1Y3JxigQMf29bTlrHdJ0Mp,i swear the moon don t hang round like it used to be the sun from far away gets brighter every time i got a feeling like the moon curled up right next to you saw the lovin that you do and let the world unwind we don t know just what to do with it we don t know just what to do i like it when she sings to me soft like singin with the birds and bees you can put her right next to me cause there s where we belong my baby you can catch her on the boulevard stoppin my heart and all the passing cars keeping me young puttin life on hold i m singing oh thank heaven she s so beautiful she likes listen while i stop this tr just the way we like it while it s pouring rain and i tell by the way she moves that she don t play that game yeah she s mine all mine can t be wasting time just looking at anyone else but her she s never gonna leave my mind she don t know what to do with it we don t know just what to do i couldn t find the reason why why i should be looking at the other ones in line i ll try to be kind and not lose my mind so i don t ever lose you oh thank heaven she s so beautiful
3pPTObxlSHT3q1HbWuLVtN,i take you i need you here but you won t be around it only lasted for a bit and now she can t be found she grabbed me before i knew what was going on thats when i really knew just where i belong i got you feeling up alright i got you feeling me tonight i got you feeling up alright i got you feeling me tonight i looked you right in the eyes before i went down you gave me a sorta smile and now i want you around why does this sorta thing happen to the best can you please just speak with me just a little less i got you feeling up alright i got you feeling me tonight i got you feeling up alright i got you feeling me tonight1
36evKUUwAVH8o6yxVRIqxX,hey uncle seun i miss you too much cos you gone and my mom didn t see that and i wish you d come back and i love you and you love me too and god loves you bless yourself and i never i ll never do that again bye i love you is this what it takes to have a place in the rap game with that fame little did the plan change but it s that plain cos i feel like i don t know those with my last name ah is this what it means you can be on stage with the screams your money increases see all of your dreams but you re neglecting your family tree who wants that never i easy for me when i was never signed now my niece asked do i still love her cos i ain t even called back just to say hi wonder why too busy on the music too busy trying to win but i m losing man what s the point of it all when she hears my voice she s hearing excuses wish that i could show all just how much i care thought of losing all is my fear but where do we go from here oh o oh o oh o where do we where do we go from here oh o oh o oh o where do we where do we go from here you see me on stage and i stand all over the globe but neglecting my home where do we where do we go from here you see me on stage and i stand all over the globe but neglecting my home where do we where do we go from here i remember the words of my dad so clearly he told my sister look after me when he ain t near me what a shame that he ain t here b to hand me a note says i care and let it be known look after your sister and let it be shown but i failed him she cried on my phone my fault now my mind s in a zone i thought i m not out for my aunt i sought love her like it was told it was out of control we grew further apart and i can never see her with hurt in her heart and my service was marred see i didn t love like a servant of god i m so undeserving of grace she showed that never did she turn me away if i could i would go back with the roadmap tell myself to fervently pray break those lies that ll plague your mind draw close to those who love you dear you never know when it s that time it s real  wish that i could show all just how much i care thought of losing all is my fear but where do we go from here oh o oh o oh o where do we where do we go from here oh o oh o oh o where do we where do we go from here you see me on stage and i stand all over the globe but neglecting my home where do we where do we go from here you see me on stage and i stand all over the globe but neglecting my home where do we where do we go from here hey seun it s me hope you re ok i ve been trying to call you for sometime now you re not picking up your phone where are you erm just wanted to say hey to you and tell you that i love you very much and i m so proud of all you ve achieved and all that you re doing just know that dad would be so proud of you and we are all so proud of you anyway give me a call when you get this ok love you bye
6VqaGnQNZMUUuTADcllrxm,lights crawling down to me makes me breathe in deep just another wonderful dancing here i am not a queen you are not a king just another wonderful dancing lights crawling down to me makes me breathe in deep just another wonderful dancing here i am not a queen you are not a king just another wonderful dancing lights crawling down to me makes me breathe in deep just another wonderful dancing here i am not a queen you are not a king just another wonderful dancing lights crawling down to me makes me breathe in deep just another wonderful dancing here i am not a queen you are not a king just another wonderful dancing 
73gG8kNBpHtWDJZyPKw8HZ,hello you bastards 
5e30YC94NPxaxNunhAsQZp,in the depths of my mind i laid sleeping well i had such a dream when i woke i was weeping the vision i saw danced around me and my heart saw the things that my eyes couldn t see oh the sun crashed down to the ground the moon rose up to the sky blood red all the dead climbed up out from their graves they fell to their knees as the stars started screaming come one come all come see and believe in the truth will shine if you open your eyes and you ll see it move as it moves on the masses the weak will rise and give birth to the sky and give birth to the sky no it didn t stop there it consumed me and it crushed me with joy as its beauty swept through me i was moved by the weight of it all i ve been touched by the light yes i know what i saw oh the sun crashed down to the ground the moon rose up to the sky blood red all the dead climbed up out from their graves they fell to their knees as the stars started screaming  come one come all come see and believe in the truth will shine if you open your eyes and you ll see it move as it moves on the masses the weak will rise and give birth to the sky and give birth to the sky ha ha ha ha ha oh i saw the dreamers dreaming i heard the people singing the dinosaurs are dying the mind control s subsiding i saw a new path beaten free thinkers freely thinking can t stop a thought from breathing it moves like fire the sun crashed down to the ground the moon rose up to the sky blood red all the dead climbed up out from their graves they fell to their knees as the stars started screaming come one come all come see and believe in the truth will shine if you open your eyes and you ll see it move as it moves on the masses the weak will rise and give birth to the sky and give birth to the sky ooh2
7DJJJ8Ps63Er5liZeVtchH,ive paid my dues made my confession but whats the use of payin attention if you let us down easy in the end ive paid my dues made my confession but whats the use of payin attention if you let us down easy in the end im givin up your angry way forget about my evening prayers ill just take easy my friend its up to you and me to change that world were livinin dont need no redemption youve got your hands together hopin for answers but we need your hands to grab another mans land dont wait any longer for the holly prophet he wont come back he gave it up he let us down and hes on vacation now for a little while ill tell you why its up to you and me to clear that world were livinin im not hoping for salvation its up to you and me to change that world were livinin dont need no redemption but you dont seem to care for that lonely man beggin you say you like humanity not as much as your kitty but youre all dressed up on sunday morning ready to leave when the church bells rings dont wait any longer for the holly prophet he wont come back dont wait any longer for the holly prophet dont wait any longer for the holly prophet dont wait any longer for the holly prophet and hes on vacation now he let us down yes he did but thats all right
2GSf5OvG1XjZA9mCeFDM5G,i am alive i feel dirt in my eyes there s no escape when redemption is lost i m not a saint there s no use looking no sins to deny just my will to go on arms of darkness embrace me in madness in my life it s mandatory hard to resist you i still can t forgive you for sins that i cannot wash away hail mary full of grace throw some light upont this race intertwining final breath now in the hour of death bound by the lies of constant denial pay for my sins that i bear for a child i m not a saint there s no use denying falling from grace is my reason to go on hail mary full of grace push me down and kick me in my face intertwining final breath now in the hour of death
6rZFHnwY9lJstjP6c4tXpa,there s blood on the gun that s in your hand and the murder in front of you send out the wolves the king is dead little pills taking over this means war did the sun just burn out leaving you all alone living in a wicked world we re living in a wicked world there s no way you will escape no one ever gets away love was the fuel that drove your sin when the majesty followed you the witches dance the night begins and the heart s taking over the royalty won t wash away it s his scent that s inside of you off with her head the queen she screams little pills taking over this means war did the sun just burn out leaving you all alone living in a wicked world we re living in a wicked world there s no way you will escape no one ever gets away living in a wicked world we re living in a wicked world it s a wicked world will someone save me save me somebody save me somebody save me1
4nBGyqFUKNaoj85rPFXxSX,yeah beat yeah i ve got two hands on the sunshine i ve got one foot in the grave i ve got twenty five cents in my wallet and i m feelin mighty lucky today hey hey let s pull it back that s right pull it back yeah here my bones are made out ivory and my blood is made of ocean waves and someone stole my wallet but i m feelin mighty lucky today hey hey i m on a roll
1tSiUfIeWEcpBqiph7KP9o,im taking my pulse everyday it feels out of control finding a way not to lose it im saving my soul by confusing it taking my pulse body and mind don t they say i also deeply intwined and if i hungry while the poison still rages in me am at war with my body and mind the night exaggerates it tells me it s too late and then emulated by fear funny here and taking my pulse the taken in night it can tell you nothing occur with blood in its eyes no the curtains is still shrugged and sides of a certain and you can t deny that dream same thing all night wake up with my heart beside me but it is good a thing to be brought to my knees but finally i will be forced to ask for help because i can t i can t take on nature by myself but it s not a fight it s my body agin finally i will be forced to ask for help because i can t i can t take on nature by myself but it s not a fight it s my body leaving don t my my something is changing and growing in me long and blind and there is work to do until i die till im a apart of you my my my the night exaggerates and tells me it s too late and i am emulated by fear if you can change that s great but my habit is hardening and when my beast awakes and i yell will you be here taking my pulse
599aGV5dS9kJCafj15YZeA,this is it this is where we make a stand you and me time to face this man to man can t you see we cannot go on it s me against me again i m sick of the man i am within fighting me making me fall down again i commit i ll commit your suicide now death will breath you in sitting here at my graveside i ve never been so alive you pulled the dead man out of me i am not what i was i ll never be what i was you pulled the dead man out of me i buried you you where nearly my demise it s only by the grace of god that i survived i admit i was wrong to let you in never come back again i can see all the possibilities rising up now that you re not pulling me down this is where i say goodbye and put the last bullet between your eyes i am a dead man i am a dead man 1
0m0Kd6JDLkoDRrs3r7CweU,side show spinnin all these hoes grinnin lookin at a nigga real good cause he winnin ain t no hatin up in here we all winning skatin on daytons and we takin y all women smokin that perk til i loose my vision babygirl said she want a dose of the pimpin but not right now it s some hataz around got they faced grilled up cause it s players in town shiet i m outlaw d out branded for life and naw i ain t lookin for no wife tonight so you could sip some of this til you feelin aight and take one of these and i ma give you the pipe we can do it all night if that s whatcha like when that sun comes up i m catchin a flight i gotta get gone get gone i gotta get gone get gone c mon we came over if you want to all of y all can fit in my truck if you want to all yo friends can come if they want to and when we get to where we going we gettin it in that s what we gon do now you can front if you want to nigga just holla at his bitch to see how many you can go through look at you you a player right just met her let me see you make her stay the night get on yo game if you playin it s one thing if you cuffin it s another if you with us you good we all cousins and thug brother s if my pa tna tryna holla baby show em some love cause yo friend lookin good we can all have fun for one night let s trade off lil mama said she wanna be a outlaw she a soldier look you know i won t steer you wrong big hips big tits and her hair is long nice face tight waist and she love my song attitude just right wasn t nuttin at all i m a player doing what the players do stayin low gettin dough straight twisting the glue ouhhh  my nigga focus on the beat got you up out ya seat with us on this heat we gettin love in the streets so holla at a player when you see me on the strip cause it s a stone cold world and life s a bitch so if you wanna do my a favor shut up and strip i got mo dick then time i won t play with cha mind lorddddd why you make this girl so fine lorddddd why she won t get out of my mind got the potential of a mistress the lil mama is bad and i got god as my witness cause he created something beautiful and i ain t even gonna tell you what i really wanna do to you but you gon find out sooner then later what i don t do now i ma do to you later girl cause you don t really know what you in for and naw i ain t new to this my pipe game been lawz therefore too much you get addicted one more now i got you on a mission yeahhh 
1oCLljGuwyIXS0TprW4oKs,i heard her at the back door the little wing bird lying there it should ve been the end for her was she going somewhere did she have a place to be perhaps today was on her way to rescue me sometimes you fly on top of the world sometimes you cry sometimes it hurts we all need somebody to understand we all need somebody lend a hand i could see some movement an idea came clear to care for one another is the reason we are here i wrapped her in a blanket the sky falling stray took her to the river and watched her get away sometimes you fly on top of the world sometimes you cry sometimes it hurts we all need somebody to understand we all need somebody lend a hand sometimes you fly on top of the world sometimes you cry sometimes it hurts we all need somebody to understand we all need somebody lend a hand
2IKZwDJRihqt6EJoIqeymQ,every second every hour every day every chance i could see your face i did i did i did oh i did you and me and our girls in the train talking too loud taking too much space we lived we lived we lived oh we lived fake ids in the downtown bars going home singing songs in our best friend s car we did we did we did oh we lived young love is always enough young love is always enough young love is always enough young love is always enough til it s not every second every hour every night we dove into eachother s lives we did we did we did oh we did free and doing what we want making movies in your dad s garage we lived we lived we lived oh we lived fake ids in the downtown bars going home singing songs in our best friend s car we did we did we did oh we lived young love is always enough young love is always enough young love is always enough young love is always enough til it s not i tell our stories to everyone since there s our pale infant person i tell our stories to everyone since it s almost like it s still happening young love is always enough young love is always enough young love is always enough young love is always enough til it s not 
0WTcVZISHG9XnTHy9susRC,racing on a faultline bracing for a landslide conscious of every move getting harder has the race gone underwater i keep stalling out i just can t keep up there s alarming doubt am i good enough but you keep coming around to convince me it s still far from over we are still far we are still far we are still far from over
6ybZQ56V37KE4XqaFtUgXN,hook 2x jadakiss and parle i m a gangsta yeah motherfucker i m a thug uh please believe i m a pimp girl c mon let s go and i m a hustler a hustler do it do it do it yo i m a gangsta cuz i do gangsta shit matter fact from now on call me gangsta kiss you already know i handle my business slay you then your man before the first candle s finished feel good when i walk through the hood best part is i don t gotta flow i just talk to the hood and i do alotta readin and only eat pasta shrimp fettuccine and penne alla vodka came here talkin slick all that real shit that s why i m somethin to deal wit even though i wanted gore to win i can fuck with bush though cuz he gon let the raw come in bigger the boss bigger the picture bullets is bisexual cuz they hit niggas and bitches in a deville with dubs in the back on a cell phone riffin i m all of the above just listen hook yo i m a thug so i blow on weed get money like it grow on trees have all these hoes roll on e some of my niggas even stole on d s work 12 hour shifts just gimme the word i get 12 cowards hit never givin a fuck 18 s on the coupe deuce o s on the truck tell p hold the hammer while i handle the dice shoot him in his bandanna he ain t gamblin right i need a 360 medina charcoal gray treat my guns like my dogs let em bark all day in a three floor condo with the spiral stairs made it past the front desk then the rifle s here i m the motherfuckin big shot i get down wit a 17 16 10 and a six shot fuck with kiss get your wig rocked and if you re smart you ll bounce when my motherfuckin shit drop hook yo i m a pimp girl catch me at the bar with a bottle of cuervo mami s rubbin my webbos and this is what got me the ass honey said her drink was hot so i put my watch in her glass then she ain t even wanna get breakfast she just wanna hop right up in the truck and get reckless top from the club all the way to the exit ask me her name couldn t tell you if i guessed it my bitches don t know nothing don t say nothing and they pay for everything i don t pay nothing i m a white tee pimp fresh headband dirty denim timbaland or a nike pimp i like to eat shrimp and i don t keep a broad long enough to love em now dog that s some deep shit cuz i don t believe in hoes explorin no matter how bad you are you gone in the mornin hook3
5ZEBtE1qyMtpbFGH8oSM7Q,these are the hands of a demented circus clown outside i m laughing but inside i m really wearing a frown i see you laughing at me but baby in my dreams it s quite a different scene chasing you through the night with my hands around your neck funny how everything seems in technicolour yet i find i m laughing at you and you are turning blue ha ha ha ha ha ha ha ha ha ha ho ho ho
6OOmJRTIRjfKL9NQrJGMcf,thugger hey hey ysl gangbang like we from compton young thugger big b nigga i m from bompton i don t mind bringing pain but i just wanna function nigga pull up with them tummies ain t talking stomachs cuff that bitch and run with it what these niggas try to cuff a nigga done with it yeah yeah i m the don nigga with it trayvon told me to take over your hoodie woo and i ma do that red coupe suwu that i caught your bitch and i nailed her now she wanna screw that how you do that who are you at i know they meat cause i m ready to beat you blue black true that from this day forth my bank accounts i renew that i live life like an uncle where my loot at why you weren t with the band bring me them bands i m a cat cop killer ysl the clan man ysl gangbang like we from compton young thugger big b nigga i m from bompton i don t mind bringing pain but i just wanna function nigga pull up with them tummies ain t talking stomachs cuff that bitch and run with it what these niggas try to cuff a nigga done with it yeah yeah i m the don nigga with it trayvon told me to take over your hoodie woo and i ma do that i got the juice molly tell me where the boot at i m living life like a movie this ain t no kodak i ll whip it out at a concert yeah i ma show that i think you need to know that the corvette got the low jack they been creeping around town like a lil rat and i ll leave you cold where your toe tag these pussy niggas wanna know where the paper coming from and where it go rollie pollie ollie o rollie rollie rollie bitch i m i m a boss boss boss i know you know that red carpet rolls take off the shoes and hit the door jack i brought a pussy nigga for his diamonds and i still showed that you know that  ysl gangbang like we from compton young thugger big b nigga i m from bompton i don t mind bringing pain but i just wanna function nigga pull up with them tummies ain t talking stomachs cuff that bitch and run with it what these niggas try to cuff a nigga done with it yeah yeah i m the don nigga with it trayvon told me to take over your hoodie woo 2
6aEPl7P0Zpw8rU37cMMwop,out on the water in a sea of change i wonder if you can recall my name you gave it all before you took it away yeah you took it away you and all the other racing rats you got my heart and tried to turn it black well now it s beating you i m taking it back yeah i m taking it back from you i m taking it back from you play us a song i know make it an older one don t you get it say it before i go tell me i m everything you ever wanted still feel i need to give you thanks you took my edge sharpened it in case you were the one needed cutting away yeah i cut you away you re a devil in a savior s robes made it easier to let you go i never should have let you get so close yeah you got too close too close to me too close to me play us a song i know make it an older one don t you get it say it before i go tell me i m everything you ever wanted don t you want it don t you want it  you re a devil in a savior s robes made it easier to let you go i never should have let you get so close yeah you got too close you and all the other racing rats you got my heart and tried to turn it black well now it s beating you i m taking it back yeah i m taking it back from you i m taking it back from you play us a song i know make it an older one don t you get it say it before i go tell me i m everything you ever wanted don t you want it don t you want it 8
6GZadTnlBL42Pnd3Ab6eOD,as i m staring through this fire it s too late to make you mine so far from where we started so far from what we wanted and as both our worlds fall down we have lost and we have found so far from where we started so far from what we wanted i ve made mistakes that i can t erase i ve made mistakes if i had more money honey would you love me love me love me if i wasn t just somebody like me if i had more money honey would you love me love me love me if i wasn t just somebody like me i ve made mistakes that i can t erase i ve made mistakes oh i should have seen the signs now we re falling back in time so far from where we started so far from what we wanted and i m trying to right this wrong so i need you to be strong so far from where we started so far from what we wanted  i ve made mistakes that i can t erase i ve made mistakes if i had more money honey would you love me love me love me if i wasn t just somebody like me if i had more money honey would you love me love me love me if i wasn t just somebody like me i ve made mistakes that i can t erase i ve made mistakes yeah yeah yo yeah yeah yo i know you know so let it go yeah yeah yo yeah yeah yo i know you know i ve made mistakes that i can t erase i ve made mistakes if i had more money honey would you love me love me love me if i wasn t just somebody like me if i had more money honey would you love me love me love me if i wasn t just somebody like me i ve made mistakes that i can t erase i ve made mistakes yeah yeah yo yeah yeah yo i know you know yeah yeah yo yeah yeah yo i know you know
7wP0DK97xtMrA7v0Pq886x,bout to do the damn thing you know 1 2 it s live i m about to take these boys back to the dirty back to the mud some of these old country ass here but first let me hit that boy we blazed to haze and drift away to encampment get my mind right then escape to the basement we spent many moments minuets turned to hours motivated by the money a passion for the power cowards talked very seldom acted bitches with nothing to do but hate on staks shit worked my ass off stayed focused and made moves thus began the voyage from lebanon to baton rouge i ve been commin iced out jumping out of limos walking threw different wards giving away my demos from houston to brooklyn on tight ass beats flying coach man i hate these fuckin tight ass seats i knew the ride was rough but i ain t scared to fly i m at piece with my self and i m prepared to die i come back off tour covered in mud after walking threw neighborhoods full of cribs and bloods i m dirty dirty rough and raw kept it real with my people never fucked with yall say fuck the law fuck the brauds live my life to the fullest and i did it because i was a turnout raised on some big boy shit i love fully automatics and red nose pits i love clubs when there crunked rowdy and wild i love rappers with their own original style i love big boned brauds down home cooking i love to retaliate on the blind side when the bitch ain t looking i see a lot of wannabes but i can t let that bother me thinking it will be their downfall that s my falsify honestly this whole shits and atrocity quote me h a y s t a k apostrophe m a k apostrophe m i double l i o n he who blaze new trails ive been cuffed and took to jail for possession and sale you know i ain t gonna tell go on get me a bail so i can go and grab these ls out of grannies and paws i got them hid way back deep in the garage that s dirty dirty rough and raw kept it real with my people never fucked with yall say fuck the law fuck the brauds live my life to the fullest and i did it because way back in the woods where the weed plants grow where the bulldogs fight till they can t no more we smoke that dodo that straight dro you talk that big shit and still blow that pedro make do before you come here bumping your gums you had me standing over your body like what have i done i mic becomes a smoking gun before the time that i m threw a murder weapon used to do every fool in your crew i get a rush when i just pick it up and hold it check check stak be careful that s loaded i exploded on the scene like napalm that white boys the bomb every word was as holy as the curran or the king james bible the book of mormon i done seen homies turn to confidential informants and that s dirty dirty rough and raw kept it real with my people never fucked with yall say fuck the law fuck the brauds live my life to the fullest and i did it because1
6yaUqJcijMqxrpimcLADjM,from the beginning we started out where the it s the of the struggling artists displaying war trying to juggle with stardom and create something that comes straight from the heart is the hardest task hoping it always lasts and remain with all the cash but fast liquor surrounded by fast woman make you make fast decisions bad decision trying to capture the feeling you felt when it was just you feeling yourself no interviews or album reviews good or bad just with pen and pad and beat that played in the back round back when you said you had that sound and your instrumentals and still won t let you live out the shadow of your hero but fuck it know what you re here for to hear them with that shit that the one and only the only one that matters potential all higher they say i m all wired all fire and why is that every bar been sharper than prison barbed wire in front of that fire trying to keep us in the dark but our sparks brighter than candles with lighters gone so long still holding on magazines take cover shots used to hear shots mom said take cover played on tapes breaks wasn t the best way to record loops wished the excitement was still the same though thoughts of changing the game go away slow when you realize how the game go open eyes no surprise had to change for the better took time to cook rhymes and aim for the letters top when they od on kicks and snares stuck with me the fans that fuck with me threw that middle finger up like fuck the rest no sleep i m up when i m up against the world but only up against myself in a lane of my own no cars in it write bars and beats with no flaws in it and put my ten thousand hours in it for over ten years went a hundred miles per minute through the finish line but i m not finished or ending while time is ticking  gone so long i m still
0b9CjwwFjr7NQiwNaDGXjM,it s a wonder these years haven t killed us falling flat on our faces sick broke and hungry tired of bloodying out knuckles on friends that have better friends than us i never thought that i d come to find the truth was in plain sight we re closing out windows we re locking our doors at night we ve been hiding under our blankets because as hard as tomorrow will be we re still earning our keep tonight it s hard to look ahead when the view is misconstrued the lines all blur together to form a whole new type of cue we re closing out windows we re locking our doors at night we ve been hiding under our blankets because as hard as tomorrow will be we re still earning our keep tonight i was picking apart all the colors of the sunset on our last drive home you told me to take this one step at a time but never how fast to go we re closing out windows we re locking our doors at night we ve been hiding under our blankets because as hard as tomorrow will be we re still earning our keep tonight
7sX7MrHcvg0RAXIMBRTd4S,awake to the sound of emptiness alone in a room that s filled with the darkest of light i was told there was nothing beyond here how do i know what side i m on how do i know what side i m on how do i know what side i m on how do i know what side i m on bred a captive with nothing but their thoughts engraved in my skin i don t belong here but i can t find my exit this is where they all come to hunt me down hunt me down where they come to hunt me down they hunt me down weigh out the options brave the new world i know what you re thinking come on man i swear you can do this come on man i swear you can do this i break free from this room they built for me i break free from this room they built for me this is where they all come to hunt me down hunt me down where they come to hunt me down they hunt me down i tore out my naive eyes so they locked me up i tore out my naive eyes so they locked me up preying on the innocent preying on the innocent
2Vfxac9lIlY1KsluiXC4C3,i will not take my love away when praises cease and seasons change while the whole world turns the other way i will not take my love away i will not leave you all alone when striving leads you far from home and there s no yield for what you ve sown i will not leave you all alone i will give you what you need in plenty or in poverty forever always look to me and i will give you what you need
6C8c7ZQ7Nlw9HDWCL1XouM,i m not sure what i m blaming you for but it s probably too late to make it better through conversations of decisions we would make if we had the brains to comprehend this place if i had my way i d play video games with you every single fucking day but i m still finding pieces of me that i could live without i m still clutching to things i should have said and the bonds that i ve been ruining now if it were up to me i d fill up my tank and drive to your place every day now if it were up to me i d clear out my bank and buy you a meyrick every day i m still finding pieces of me that i could live without i m still clutching to things i should have said and the bonds that i ve been ruining
2WkiN0Qqbj5h3A7VudjjfC,you are listening to another allday chubby boy mixtape hosted by none other than me allday chubby boy i ain t been to tokyo i never been to paris i ain t got no money but she still call me daddy send a photo to my phone she ain t got no panties got me thanking god like i just won a grammy like i won a grammy like i won a grammy like i won i won a looking at you now and it have me going wild did two pills back at the show tonight got me spending money like a dad with no time got me spending time like a dad when he retire i was dreaming of this rap shit back in 09 laughing at the battles and it had me so defiant with a backpack rapping on tracks that no one liked ain t the same one that i carry on my flights that was 300 bucks from the online store that used to be a week s pay oh my god now i m halfway there at least quasi toward what i said i d do i gave my whole life for it never went to school ferris bueller when i was starving now my belly fuller got me thinking of the girls who took it back when i had not any moolah now i m singing i ain t been to tokyo i never been to paris i ain t got no money but she still call me daddy send a photo to my phone she ain t got no panties got me thanking god like i just won a grammy like i won a grammy like i won a grammy like i won i won a  wonder if i like the way i became i can t change anyway came a long way from the 8 o clock train razor blade in my hand tryna make it off safe with my phone cut off always pay it off late now a text in my phone and it s saying your name damn girl i could marry that booty in a chapel maybe even you as well cause baby we re all living in a mad world told my brother never trade for a bad girl cause bad girls there is always ample and if she don t make you wear a ansell that means that you d better wear a ansell now i m singing i ain t been to tokyo i never been to paris i ain t got no money but she still call me daddy send a photo to my phone she ain t got no panties got me thanking god like i just won a grammy like i won a grammy like i won a grammy like i won i won a never win a grammy for this bullshit i ll probably never get married to a woman i ll probably be back in my mum s garage choofin and if your weed refracts light then it s good shit but i need awards like i need a new chick not at all they both make me too sick say i m a square like cubic the truth is i prefer being indoors making music i thought i was getting married to a girl already did so much damage to myself i said that i wouldn t start travelling the world til they paid me then my rapping started to sell i m going on an aeroplane and i don t know if i ll be back again you know the time is wrong for guarantees like a watch without no batteries i m not real honest but i m not quite a liar new girl on my pole like a damn firefighter her genes so good that i bust right inside her never meet your idols never fuck your idols either i ain t been to tokyo i never been to paris i ain t got no money but she still call me daddy send a photo to my phone she ain t got no panties got me thanking god like i just won a grammy like i won a grammy like i won a grammy like i won i won a6
3D1KJDYzil6F41n99RFrRH,come on baby oh whau whau whau if you wanna see other guys baby i could let it slide you wanna lover you want a friend mama i can be both of them i got the tools to satisfy just walk away if i fall shy at all come on baby finish what you started i m incomplete that ain t no way to treat the broken hearted i need some sympathy i like to look the long run i like to take each step one by one right on time you will arrive by keepin the dream alive it s alive and it s kicking inside of me so come on baby please come on baby finish what you started oh i m incomplete ah that ain t no way to treat the broken hearted come on and finish me baby come on come on baby you say yeah baby come on baby baby baby baby baby bayyyb yeah now come on babe please oh baby come on come on baby finish what you started that ain t no way to treat the broken hearted oh oh oh come on baby finish what you started uuh that ain t no way to treat the broken hearted baby come on each step baby one by one baby come on yeah come on baby come on i got the tools i ll satisfy come on baby baby come on baby come on baby come on so come on baby baby come on so come on baby baby come on yeah come on baby come on
7jWIolCo1nHYaAmOvFH0Lo,don t keep it all in your head what we had was off it s best that we forget and overlook it all but even now when they fall into place i think about you then i know i d forget if i was alone make sure i can miss love and hold on got left surrounded by my old things thought i had moved on tried to make ends meet but picked up a new beat and so i laid out but even now when they fall into place i think about em then i know i d forget if i was alone make sure i can miss love and hold on make sure i can miss love and hold on make sure i can miss love and hold on don t forget don t forget don t forget don t forget don t forget don t forget don t forget don t forget6
75HsHvv38n1WawIkPpoRDa,i heard he threw it all away he gambled till his dying day but i remember when and how it all began dreams were made of yester years the love we made was loud and clear but i remember when and how it all began i dream i dream i dream i dream away while chanting words incessantly he danced upon fortuity but i remember then who and where and when lady luck she left his side a puritan of whims demise but i remember then who and where and when i dreamed a dream i dreamed my dream away to slash the mashed potato minds their sins are seen we ll all go blind to try and make the unseen seen the lame to walk the dead to breathe try and make the seeing blind the walking lame the living die the insane savior of this world you ll kill yourself for what you ve heard and on and on and on and on and on and on and on and on he rolls
